"","label","text"
"3216","ham","Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
"3218","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only"
"3221","ham","Me too baby! I promise to treat you well! I bet you will take good care of me..."
"3222","ham","Its like that hotel dusk game i think. You solve puzzles in a area thing"
"3223","spam","Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
"3226","ham","Sorry da thangam.it's my mistake."
"3229","ham","Wife.how she knew the time of murder exactly"
"3230","spam","SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
"3231","spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"3234","ham","Guess he wants alone time. We could just show up and watch when they do.."
"3237","ham","Yes, princess. Toledo."
"3240","ham","Good. No swimsuit allowed :)"
"3248","ham","Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
"3258","ham","Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar"
"3259","ham","No, but you told me you were going, before you got drunk!"
"3261","spam","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
"3263","ham","Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift..."
"3264","ham","O shore are you takin the bus"
"3266","ham","I will send them to your email. Do you mind  &lt;#&gt;  times per night?"
"3267","spam","44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
"3268","ham","tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?"
"3271","ham","Raviyog Peripherals bhayandar east"
"3272","ham","K actually can you guys meet me at the sunoco on howard? It should be right on the way"
"3273","spam","You have 1 new voicemail. Please call 08719181513."
"3276","ham","Thanx a lot..."
"3279","ham","Its a great day. Do have yourself a beautiful one."
"3280","ham","What happened in interview?"
"3285","ham","Hey tmr maybe can meet you at yck"
"3290","spam","Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
"3291","spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days"
"3296","ham","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
"3299","spam","Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app"
"3300","spam","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only"
"3303","spam","RCT' THNQ Adrian for U text. Rgds Vatian"
"3306","ham","IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx"
"3309","ham","Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
"3311","ham","Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today."
"3313","ham","HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN"
"3315","ham","Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
"3317","spam","FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
"3320","ham","I'm freezing and craving ice. Fml"
"3321","ham","Kay... Since we are out already"
"3324","ham","Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx"
"3326","ham","I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them."
"3327","ham","Nope... Juz off from work..."
"3331","ham","Sac will score big hundred.he is set batsman:-)"
"3332","ham","Send me yetty's number pls."
"3333","ham","How much it will cost approx . Per month."
"3335","spam","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
"3340","ham","K, if u bored up just come to my home.."
"3342","ham","Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
"3351","ham","Oh is it! Which brand?"
"3353","ham","At what time are you coming."
"3356","ham","R u sure they'll understand that! Wine * good idea just had a slurp!"
"3361","spam","Sorry I missed your call let's talk when you have the time. I'm on 07090201529"
"3371","ham","Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry."
"3378","ham","Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
"3381","ham","Dear umma she called me now :-)"
"3383","spam","complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
"3386","spam","FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline"
"3389","ham","So u workin overtime nigpun?"
"3390","ham","Same as kallis dismissial in 2nd test:-)."
"3392","spam","Please CALL 08712402972 immediately as there is an urgent message waiting for you"
"3395","ham","Ok thanx..."
"3398","spam","URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only"
"3400","ham","It only does simple arithmetic not percentages."
"3401","ham","Yeah we wouldn't leave for an hour at least, how's 4 sound?"
"3402","spam","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
"3404","ham","'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
"3410","spam","Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705"
"3414","ham","No she didnt. I will search online and let you know."
"3420","spam","LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms"
"3421","spam","Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW"
"3422","spam","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
"3423","spam","Welcome! Please reply with your AGE and GENDER to begin. e.g 24M"
"3424","spam","Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly"
"3425","spam","Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out"
"3426","spam","Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL"
"3428","ham","Sure but since my parents will be working on Tuesday I don't really need a cover story"
"3430","ham","""Hi darlin did youPhone me? Im atHome if youwanna chat."""
"3432","ham","You've always been the brainy one."
"3434","spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
"3435","ham","Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
"3437","ham","""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx"""
"3438","ham","If india win or level series means this is record:)"
"3439","ham","Then what about further plan?"
"3441","ham","awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
"3443","spam","Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only"
"3444","spam","Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend"
"3448","ham","Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
"3449","ham","Sitting ard nothing to do lor. U leh busy w work?"
"3450","ham","Its  &lt;#&gt; k here oh. Should i send home for sale."
"3452","ham","Ya just telling abt tht incident.."
"3454","ham","Ugh just got outta class"
"3455","ham","Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
"3458","ham","Ok. I.ll do you right later."
"3461","spam","Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net"
"3462","ham","I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love"
"3464","spam","Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"
"3466","ham","My phone"
"3469","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only"
"3470","ham","yay! finally lol. i missed our cinema trip last week :-("
"3473","ham","Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams"
"3474","ham","I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
"3475","ham","You getting back any time soon?"
"3481","ham","Be sure to check your yahoo email. We sent photos yesterday"
"3483","ham","Wherre's my boytoy ? :-("
"3484","spam","Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow"
"3486","ham","Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning."
"3489","ham","Change windows logoff sound.."
"3493","ham","Ok."
"3496","spam","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
"3497","spam","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
"3502","spam","Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per.."
"3505","ham","Free any day but i finish at 6 on mon n thurs..."
"3507","ham","life alle mone,eppolum oru pole allalo"
"3508","ham","Nite..."
"3513","ham","I'm serious. You are in the money base"
"3518","ham","Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
"3519","ham","So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
"3522","ham","No it will reach by 9 only. She telling she will be there. I dont know"
"3523","ham","Hey... are you going to quit soon? Xuhui and i working till end of the month"
"3530","spam","You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
"3531","spam","Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
"3533","ham","Prepare to be pounded every night..."
"3536","ham","Good evening! How are you?"
"3540","ham","We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days."
